true_answer,model_response
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: A 49 years old male with 35 pack years presented with painless mass in left scrotal sac and microscopic hematuria. On laboratory investigation, Alphafetoprotein and lactate dehydrogenase was negative. What is the most probable diagnosis?
Options:
A) Epididymitis
B) Seminoma
C) Renal cell carcinoma
D) Carcinoma lung
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 ganser syndrome (GANS), also known as pseudodementia, is an organic brain disorder that can be caused by severe physical illness, infection, drug abuse, head trauma, hypoxia, encephalopathy, metabolic disorders, vitamin deficiencies, toxic substances, cancer, AIDS, multiple sclerosis, Alzheimer's disease, Parkinson's disease and schizophrenia. It has been described as ""a confusional state of disorientation, delusions, hallucinations, memory loss, and personality changes"". The symptoms may resemble those found in dementia but they do not persist after recovery from the underlying cause. Ganser's syndrome is characterized by three main features: approximate answers to questions (also called vorbeireden); clouding of consciousness; and visual or auditory hallucinations. These symptoms occur when there is damage to the frontal lobe of the brain. In some cases, patients will give approximate answers such as saying that two plus two equals five instead of four. This phenomenon is referred to as ""vorbeiredn"" which means literally ""to speak past something."" Vorbeirednen occurs because of lesions on the right side of the parieto-occipital region of the cerebral coex. When this area becomes damaged it causes problems with spatial orientation and perception"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which of the following site doesn't contain brown adipose tissues?
Options:
A) Scapula
B) Subcutaneous tissue
C) Around blood vessel
D) Around adrenal coex
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 gans in infants and children that is involved in heat production by nonshivering thermogenesis; it contains many mitochondria with an unusual inner membrane structure called cristae tubules.Ref: Ganong&;s review of medical physiology;24th edition; page no-445
Hence, the correct answer is D (Around adrenal co ex). (Ref: Ganongs review of Medical Physiology - 24th Ed Pm45)
Brown fat has been found to be present around suprarenal gland also but this was not mentioned in the text book so we have taken it as our answer.
Note : Brown Adipose Tissue (BAT): It is located near large blood vessels and along nerves. Its main function is to generate body heat when food intake is low. The cells of BAT resemble muscle fibers rather than those of white fat. They contain numerous mitochondria rich in lipase activity. When norepinephrine binds to receptors on these cells, they release fatty acids into their cytoplasm, which then undergoes oxidation within the mitochondria. This process produces heat instead of ATP. Thus, shivering can be replaced by activation of BAT during cold exposure. In adults, most of the BAT disappears after pubey, although small deposits may remain at"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which of the following drugs is least efficacious in the treatment of temporal lobe epilepsy?
Options:
A) Phenobarbitone
B) Phenytoin sodium
C) Primidone
D) Carbamazepine
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g C i.e., PrimidoneseizuresQPrimidone has no role in controlling seizures but it can be used to control alcohol withdrawal symptoms (as an alternative to chlordiazepoxide). It is also useful in essential tremor & myoclonic epilepsy. However, primidone should never be considered first line antiepileptic drug because its efficacy is less than that of phenytoin, carbamezapine & valproate.
Hence, the correct answer is C (PrimidONE). (Ref: Harrison's Internal Medicine 18th edition Chapter 378)
The most common cause of status epileptics is absence seizure followed by complex paial seizure.
Most effective medication for status epilecticus - Lorazepam > Midazolam.
DOC for Status Epileptus- IV lorazapam + Diazepam rectal gel.
Lumbar puncture contraindicated in patients with raised intracranial tension.
IV diazepam is preferred over clonozepam due to rapid onset of action.
Intravenous propofol may be required if benzodiazepines fail.
Anticonvulsant medications which increase serum level of warfarin include barbiturates, topiram"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Serology profile done for a patient is mentioned below. What is the likely cause of the abnormal findings:HbsAg-Non-reactiveHBV DNA-UndetectableHbeAg-Non-reactiveIgG Anti-HbC-Reactive
Options:
A) Chronic hepatitis inactive state
B) Chronic hepatitis recovery state
C) Pre-core mutant infection
D) Window period
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g Option A : HBs Ag negative, HBe Ag negative & IgM anti -Hbc positive indicates acute Hepatitis B.Option C :Pre core mutation leads to chronic active disease with high viral replication (high HBV-DNA levels). The precore region encodes an antigen that can be secreted in the blood stream along with the surface antigen; this antigen has been called e antigen (e-Ag), because it was first identified by its ability to bind antibodies directed against the same epitope on the larger envelope protein.HBsAg-negative, HBeAg-negative infections have low titers of serum e antibody (anti-e); these patients do not secrete e antigen into their bloodstream, despite having mutations within the pre-C gene that would allow them to do so if they had intact translation signals at the beginning of the pre-genomic RNA transcript.Option D :Window Period : It occurs between the disappearance of Ig M anti-HBC and appearance of Ig G anti-HBc when there may be no detectable HBsAg but still presence of circulating virus which can infect others.
Hence, the correct answer is B (Chronic hepatitis recovery stage). (Ref: Harrison's Principles of Internal Medicine 18th edition pg 2595)
The serologic pattern"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Maximum thermic effect of food is seen with
Options:
A) Carbohydrates
B) Protein
C) Fat
D) Not dependent on macronutrients
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g
Explanation: Thermogenic Effect of Food (TEF): The energy expended by body to process dietary nutrients into usable form is called TEF. It includes both basal metabolic rate(BMR) & physical activity level(PAL). TEF accounts for approximately 10% of total daily energy expenditure in sedentary individuals. There is increased BMR after consuming protein-rich foods compared to fat- rich foods. This phenomenon is known as ""thermogenesis"" or ""diet-induced thermogenesis"". Ref : Biochemistry By U. Satyanarayana 3rd edition Pgno : 101
Hence, the correct answer is A (Carbohydrates). (Ref: Textbook of biochemistry Dr JG Raju 6th Ed P502)
The thermic effects of different types of diets have been studied extensively. In general, it has been found that proteins produce more heat than carbohydrates and fats during digestion and absorption. For example, when fed at an equal caloric intake, a high-protein diet produces a greater increase in resting metabolism than does either carbohydrate or fat. However, this difference may be due to differences in digestibility rather than inherent differences between the three major classes of nutrient. That is, if all three were equally digestible, there"
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which of the following is not a cause of Squamous cell Carcinoma for Head & Neck:
Options:
A) EBV
B) HPV
C) Betel Nut
D) Vitamin A
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. The etiology of squamous cell carcinoma (SCC) in head and neck region includes tobacco use, alcohol abuse, betel nut chewing, human papillomavirus infection, radiation exposure, and genetic factors such as p53 mutations. SCCs can be divided into two groups based on their clinical behavior: those that arise in patients with no history of heavy smoking or drinking; these tumors tend to have better prognosis than do aggressive lesions arising in smokers. These latter tumors often contain mutated TP53 genes and exhibit increased expression of cyclin D1 due to amplification of CCND1. In addition, they frequently show loss of heterozygosity at chromosome 9p21, which harbors CDKN2A tumor suppressor gene. Tumors without evidence of TP53 mutation may also occur but appear less common. Ref: Schwaz's principle of surgery 9th edition Chapter 39.
Hence, the correct answer is B (HPV). (Ref: Schwartz's principles of Surgery 9/e p484-485)The most impoant risk factor for development of HNSCC is Tobacco consumption followed by Alcohol intake.Alcohol acts synergistically with tobacco to increase cancer incidence.Tobacco contains more than 70 carcinogens including polyc"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Episodes of repeated thin stools with mucus, subjective feeling of fever and lower abdominal pain, with leukocytes in stool. Which of the following is likely?
Options:
A) Giardia
B) Entamoeba
C) Staph
D) Clostridium perfringens
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. The presence of blood and mucus in the stool suggests an inflammatory process such as that caused by E histolytica. Inflammation can be confirmed by finding white cells (leukocytes) in the feces. A positive test for haptoglobin also indicates inflammation because this protein binds to free hemoglobin in the bloodstream but is removed when there is bleeding into tissues; it will therefore appear negative if red blood cells have been destroyed within tissue macrophages. Giardiasis does cause diarrhea, which may contain fat droplets (""floaters"") on examination of the stool sediment under the microscope. However, giardial infection usually causes chronic symptoms rather than acute ones, and there would generally be no evidence of inflammation. Staphylococcal food poisoning produces vomiting and watery diarrhea without blood or pus. It occurs after eating foods contaminated with staphyloccocal enterotoxin. Symptoms occur rapidly, often within four hours of ingestion of the toxin. They last less than six hours and resolve spontaneously. There is no role for antibiotics in treatment. C difficile colitis typically follows antibiotic therapy directed at another organism. Antibiotics kill off normal intestinal flora, allowing overgrowth of C difficle. This leads to production of toxins that damage mucosal"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Growth of nasal bone is completed by:
Options:
A) 10 years
B) 11 years
C) 13 years
D) 7 years
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 growth of nose occurs in two stages first stage growth begins at bih and continues till age of 6-8 yrs second stage stas after pubey and ends between ages of 14 -16yrs ref : maheswari 9th ed
Hence, the correct answer is C (13 years). (Ref: Nelson's 20th edition; page no: 2800 table 2)
The most common cause of congenital malformations of the external nose is trauma during delivery. The incidence of this type of injury has been reported to be approximately 1% among all live births. Most often it results in a deviated septum with displacement of one side of the nose downward and outward. Other causes include genetic syndromes such as Down syndrome, Turner syndrome, Apert syndrome, Pfeiffer syndrome, and hemifacial microsomia. Congenital absence of the nasal alae can occur due to failure of fusion of the frontonasal process with the maxillary prominence. This condition may also result in midline clefts of the upper lip and palate. Rarely, complete agenesis of the entire nose can occur. In addition, there have been reports of isolated cases of preaxial polyd"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: The typical cervical differs from thoracic vertebra in that it
Options:
A) Has a triangular body
B) Has a foramen transversarium
C) Superior articular facet directed backwards and upwards
D) Has a large vertebral body
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g Foramina transversaria is present in all cervical veebrae except C1 & C7
Hence, the correct answer is B (Has a foraminatransversarium). (option b is better than c because superior articular facets of both cervical and thoracic veebrate face posteriorly and laterally).
Hence the correct ans is B i.e. Has a Foramen Transversarium (Option d is also correct but we have to mark one)
The main difference between Thoracic and Lumbar Vertebrae
Thoracic Vertebrae Lumbar Vertebra
Body Heart shaped Triangular
Ventral surface Flat Concave
Costal facets Present Absent
Transverse process Short and blunt Long and flat
Spinous process Long and horizontal short and vertical
Superior Articular Facets Face posterolaterally Faces posteroventrally
Vertebral Forumen Small Large
Pedicle Thin and broad Thick and narrow
Lateral Mass Narrow Wide
Articulating processes Project downwards and forwards Project outwards and slightly backward
Key Concept:

In general, the bodies of the lumbar vertebrae are larger and more massive than those of the thoracic and cervical vertebra; they are heart-shaped with conc"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Phosphate bonded investment should be completely carbon free, otherwise:
Options:
A) Investment chips off when molten metal enters the mold space
B) Black castings
C) Carbon makes the casting brittle
D) Smooth casting
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 gutknecht phosphate bonded investments contain small amounts of organic binder that may include residual carbon residue from pyrolysis of some portion of the phosphoric acid used in their manufacture. The presence of this carbon can cause black discoloration on the surface of the finished casting due to oxidation during solidification of the alloy.
Hence, the correct answer is B (Black castings). (Ref: Phillips Science of Dental Materials ed 12th pg 204)
Phosphates have been widely used because they produce strong, durable molds with good dimensional stability at elevated temperatures. They also exhibit low thermal conductivity and high heat capacity. These characteristics make them suitable for use in precision casting equipment where long pouring times often occur. 
The primary disadvantage associated with these materials is that they require an extremely dry atmosphere to prevent moisture absorption by the setting mixture. This requirement necessitates the use of special drying procedures before application to the model. In addition, gutknechts’ phosphate-bonded investments contain relatively large quantities of water compared with plaster-of-paris-based products; therefore, they must be mixed slowly and thoroughly to avoid incorporation of air into the liquid phase. If properly prepared, however, these investments will set rapidly and harden within minutes after mixing. 
"
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: In cephalometric radiography, the distance between the subject and the source of X-ray is
Options:
A) 2 feet
B) 48 inches
C) 4.8 metres
D) 5 feet
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g The most common cephalometer used in orthodontics has an object to film distance (OID) of 57 cm (22.44 inch), which corresponds with a SID of 60 cm (23.62 inch).
Hence, the correct answer is B (48 inches). (Note: 1 foot =12 inches; therefore, 5 ft= 60 inches)
Reference- Orthodontics: Diagnosis and Management of Malocclusion and Dentofacial Deformities Third Edition Om P. Kharbanda page no 6
Textbook of ORTHODONTICS Gurkeerat Singh page no - 7
Orthodontics : diagnosis & management of malocclusions & dentofacial deformities Shafers 13th edition Page no 10
White and Pharaoh’s Oral Radiology Principles and Interpretation 7th Ed Page No 30
Oral radiology White and pharoah 7 th ed pno 29
Radiological principles in dental practice by A.K.S. Tomar 3rd/e pno14
Essentials of oral radiology and imaging By Stuart C. White, Michael J. Pharoah, Mark Drage 7/epno 28
Sturdev"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Capillary microaneurysms is an earliest sign of:March 2013
Options:
A) Vitreous hemorrhage
B) Non-proliferative diabetic retinopathy
C) Trauma
D) Hypeensive retinopathy
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g B (Non proliferative diabetic...). (Ref. Parson's diseases of eye 20th/98-99; Kanski Clinical Ophthalmology 6th/e p. 675)NON-PROLIFERATIVE DIABETIC RETINOPATHYIt usually occurs after several years of diabetes mellitus.It may be divided into three stages:- Background retinopathv - Characterised by loss of perivascular capillary reflexes with appearance of dot-and-blot haemorrhages, hard exudates, cotton wool spots and venoconstriction.- Microaneurymatosis - This stage follows background retinopa thy and consists mainly of small flame-shaped haemorr hages at macula due to leakage from dilated superficial capillaries in the nerve fibre layer.- Retinal oedema - It appears as yellowish patches which clear on treatment but leave behind areas of pigmentary disturbance.MACULAR EDEMAThe most common cause of central vision impairment in patients with NPDR.The two main causes are diffuse macular thickening and cystoid macular edema.Cystoid macul ar edema is characterized clinically by multiple white-yellow intraretina! blotches that coalesce to form a honeycomb pattern around"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which of the following marker persists in chronic hepatitis and recurrent hepatitis?
Options:
A) IgG Anti HbcAg
B) HBsAg
C) IgG Anti HBsAG
D) Anti Hbs
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g Anti-HBC is an immunoglobulin G antibody that remains positive long after recovery from acute infection with Hepatitis B virus (HBV). It can be detected by ELISA test. The presence of anti-HBC indicates past exposure to HBV but does not indicate current active disease. Ref - pubmed.com
Hence, the correct answer is A (IgG Anti hbcAg). (Ref : Harrison's Principles of Internal Medicine 18th ed /pg no 2595)
The serologic markers used most commonly to diagnose viral hepatitis include:

• HBs Ag (hepatitis B surface antigen): This protein is produced on the surface of the hepatitis B virion and is detectable early in the course of infection. Its detection signifies active replication of the virus.

• IgM Ab to core Ag (anti-HBc; IgM anti-core): This antibody appears soon after appearance of HBs ag and disappears within several months. In contrast to HBsag, it is not protective against reinfection.

• HB e Ag (HBe Ag): This envelope protein is also present on the virion. Detection of this marker correlates well with infectivity and high levels of viremia. However, its absence does not exclude infectivity because some"
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: A 22-year-old man presents with diarrhea and intolerance to dairy products, on investigation he was found to have lactase deficiency. Agent least likely to cause lactose intolerance among these is?
Options:
A) Condensed MILK
B) Skimmed Milk
C) Yoghu
D) Ice cream
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g
Explanation: Lactose Intolerance occurs when there is an inability of intestinal mucosa to absorb lactose due to lack of enzyme lactase (b-galactosidase). It can be caused by congenital absence of this enzyme in infants or acquired later in life d/t damage to small intestine. The symptoms occur after ingestion of milk containing more than 5% sugar. Symptoms include abdominal cramps, bloating, flatulence, loose stools etc. Treatment includes avoidance of such foods which contain high amount of lactose. Foods that do not require digestion of lactase are allowed like cheese, butter, skimmed milk powder, ice-cream, condensed milk, curd/yogurt, whey, casein, hydrolysed lactose, malted milks, dried fruits, fruit juices, meat & fish. Ref : Ghai essential pediatrics, eighth edition P.no: 150
Hence, the correct answer is C (Yoghur). (Ref: Ghai Essential Pediatrics -8th Ed; Pg no: 151)
The most common type of food allergy seen in children is IgE mediated hypersensitivity reaction against cow's milk protein. This may present at any age but usually begins between 2 months and 3"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: A patient with hypeension and diabetes presents with blurred vision. Fluorescein angiography shows
Options:
A) Macular edema
B) Sub macular edema
C) Papilledema
D) Pre macular hemorrhage
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. (Ref: Kanski's Clinical Ophthalmology; 7th edition /pg no. 1019-1020)* Blurred vision in patients of DM is due to Diabetic Retinopathy.* Most common cause of visual loss in diabetic retinopathy - Proliferative DR* Most common type of DR seen in young age group - NPDR* Most Commonly affected layer of retina in DR - Deep layers of retina* Most commonly involved blood vessel in DR- Capillaries* First sign of DR on fundus examination - Microaneurysm* Earliest change detected by FFA - Micro aneurysms* Earliest symptom of DR - Floaters* MC complication of proliferative DR - Vitreous haemorrhage* Complication of vitreous hemorrhage - Tractional retinal detachment* Treatment of choice for tractional RD - Pars plana vitrectomy* Best treatment modality for PDR - Panretinal photocoagulation* Laser used in PRP - Argon laser* Drug used in treating DME - Ranibizumab* DOC for DME- Intravitreal ranibizumb + intravitreal dexamethasone implant* DOC in case of vit"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which of the following malignancy is least commonly associated with lymphatic spread?
Options:
A) Basal Cell Carcinoma
B) Squamous cell Carcinoma
C) Malignant melanoma
D) Merkel cell Carcinoma
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g A i.e., (Basal Cell Ca.) (171 - CSDT 12th)* Lymph node metastasis in BCC is rareQ* Most common site of distant metastases in SCC- LungQ** * MC type of skin cancer worldwide - BCC*** * MC cause of death due to malignant Melanoma - Distant Metastasis**** * MC primary tumor that spreads by lymphatics - Renal cell carcinoma***** * Tumor which has maximum propensity to invade blood vessels - Angiosarcoma****** * Least aggressive form of sarcoma - Liposarcoma******* * Commonest soft tissue Sarcoma - Leiomyosarcomao * MC benign bone tumour - Osteochondroma******** o * MC malignant bone tumours - Multiple myelomao **o * MC site of osteogenic sarcoma = Distal femur > Proximal tibia> Upper end humerus *********
Hence, the correct answer is A (Basil Cell Carciinoma). (Ref : Bailey & Love's Short Practice of Surgery 25th edition pg no. 611)
The most important prognostic factor for basal-cell carcinoma is its size; larger lesions have a greater potential for local invasion and recurrence. The risk of nod"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Group 2 sensory fibres are attached to:
Options:
A) Annulospiral ending
B) Golgi tendon
C) Flower spray ending
D) Pacinian corpuscle
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g C i.e., Flower-spray endings
Hence, the correct answer is C (Flower spray ending). The free nerve endings in skin have no specific structure; they may be found anywhere in dermis & subcutaneous tissueQ. They respond to pain, temperature, itch, tickle, pressure etc. - Afferent fibers of these receptors are unmyelinated type c fiber which belong to group IVa,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z.Annulosprial endings are present on muscle spindlesGolgi tendon organ consists of encapsulated terminal expansion of tendons innervated by Ib afferentsPacinian corpuscles consist of concentric lamellae around an axon that terminate at center of capsuleQ
Habituation occurs with repeated stimulation of nociceptorsQ
Nociceptive neurons can fire spontaneously when stimulated repeatedly with low intensity stimuliQ
The most common stimulus used to activate nociception is heat > cold > mechanical force > chemical irritants
Substance P is released during activation of nocicopterQ
Most important neurotransmitter involved in transmission of pain signal is glutamateQ
Glutamate release causes"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Lamina cribrosa is a modification of :
Options:
A) Sclera
B) Choroid
C) Optic nerve sheath
D) Retina
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g A i.e., Scleral spur & lamina cribosa - Modifications of scleraQ
Hence, the correct answer is A (Sclera). The optic disc has two modifications of sclerai) Sclerosis spurii) Lamina cribrasaThe sclerospursis an elevation in the posterior pa of the eye at which the tendons of rectus muscles insert.The laminacribrosais a perforated plate like structure that forms the internal boundary of the optic cup.Its name means ""grate"" because it consists of many small holes through which axons pass to form the optic nerve.Fibers passing through these pores have no perineurium covering them.Lamina cribrosaserves as a mechanical support for retinal vessels and also helps in maintaining their position during changes in intraocular pressure.
Hence the correct Answer is A ((Scleral). Ref : Parson's Diseases of Eye 20th/e p.26-27
Note : In some books you may get different answers but according to parsons diseases of eyes, lamina criboza is a modified part of scleraso go with this book.
Also know : * Anterior limit of retina is marked by ora serrata* Posterior limit"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Mgo added to alginate power to modify which property:
Options:
A) Increases surface character.
B) Increases shelf life.
C) Increases shear and tear strength.
D) Improve strength.
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g
Explanation: The addition of magnesium oxide (MGO), calcium sulfate, potassium sulfate, sodium chloride, zinc phosphate, strontium chloride, bismuth nitrate, aluminum hydroxide, zirconia, silica, barium sulfate, titanium dioxide, iron oxides, carbonates, phosphates, boron carbide, alumina, and yttrium trioxide can be used to improve physical properties such as hardness, wear resistance, compressive strength, tensile strength, flexural strength, impact strength, thermal shock resistance, chemical durability, solubility, biocompatibility, radiopacity, color stability, and bioactivity.

Ref: Phillips Ed 12th P: 365
Hence, the correct answer is C (Increases shear and Tear Strength). (REF: PHILLIPS 12TH ED). However it should be noted that there is no direct reference in this regard but according to some sources MgO increases the mechanical properties like shear & tear strength when incorporated into alginates.
Hence the correct Answer is C (increases Shear and tear Strength).
Note- Some sources also mention that incorporation of MgO improves setting time of impression material.
Reference-Phillips Science of Dental Materials ed 12 pg 366"
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: (gd) T cell is associated with?
Options:
A) CD4
B) CD5
C) Cd8
D) First line defense against bacterial peptides
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g) CD-8+ cytotoxic T cells recognize class I MHC molecules on target cells & kill them by secreting perforin that creates pores in the membrane of the target cell allowing entry of granzymes which induce apoptosis.

a) The first line defence against bacteria is mediated by macrophages & neutrophils.
b) Classical example of antibody dependent cellular cytotoxicity is ADCC mediated by NK cells.
c) NK cells secrete IFN-gamma to activate macrophage function.
d) IFN-alpha has antiviral activity whereas IFN-beta also activates immune responses.
Hence, the correct answer is C (Cd8). (+)ve selection occurs during thymic maturation when immature T-cells express either CD4 or CD8 but not both. The positive selection process ensures that mature T-cytokines will have an affinity for self-MHC proteins expressed on their surface. This means they can bind to these proteins without causing autoimmunity. Negative selection eliminates those T-cyto­kine precursors that react strongly with self-proteins. These would be autoreactive because they could attack normal body tissues. Thus, negative selection prevents autoimmune diseases such as rheumatoid ahritis"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Card test is done for which of the following muscle?
Options:
A) Palmar interossei
B) Dorsal interossei
C) Lumbricals
D) Adductor pollicis
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g C i.e., Lumbrical musclesCard Test (Lumbrical Muscles): - The examiner places his thumb on top of patient's hand with fingers extended & then flexes all phalanges by pressing down on distal phalanxQ. If lumbricals are intact there will be flexion at metacarpophalangeal joints but no movement in proximal interphalangeai joint. This is called card test.Q
Hence, the correct answer is C (Lunbricals). (option b incorrect because dorsal interosseous muscles do not have this action.). In palmar interossi it causes adduction of digits whereas in adductor polici s it causes abduction of digit. So both these actions cannot occur due to same muscle.
Hence the correctanswer is C ((Lunbrials). (Option b incorrectbecause dorsalinterossiitdoesnothave thisaction.).Inpalmarinterossiiitcausesadductionofdigitswhereasinadductorpolicisiscauseabductionofdigit.Sotheseactionscannotoccurduetosome musclegroup.Soboththeseoptionsareincorrect..(Ref : Gray's anatomy 40th edition P- 845)
Hence B"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: A 50 year male presented with high BP of 160/100 mm Hg and hea rate of 120/min. CECT is shown below. Which is best management of this condition?
Options:
A) Surgical repair
B) LMW heparin
C) Beta blocker
D) Vitamin K inhibitors
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 gans in the aoic arch (arrowheads). The right pulmonary aery arises directly from the ascending aoa (asterisk), which has an abnormal origin at the level of the left subclan aery. Aoic dissection can be seen arising from the dilated segment of the descending thoracic aoa. This patient had Marfan syndrome. Management includes beta blockers to reduce HR & blood pressure alongwith surgical intervention if required.
Hence, the correct answer is C (Beta blocker). (Ref: Harrison's Principles of Internal Medicine, 18th edition, Page 1931-32; Sabiston Textbook of Surgery, 20th edition)
The image shows CT scan showing dilation of the main pulmonary trunk and enlargement of both great vessels. There is also aneurysmal dilation of interventricular septum. These findings suggest that it may be case of marfans syndrome. It is associated with mitral valve prolapse, aoic root dilatation, ectopia lentis, arachnodactyly etc.
Marfans Syndrome:

Autosomal dominant disorder

Caused by mutation in fibrillin gene on chromosome 15q21.3.

Clinical features include:

Mitral Valve Prolapse - Most common cardiac manifestation
Aoic"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Most common site of zygomatic arch fracture is:
Options:
A) Anterior to Zygomaticotemporal suture
B) Posterior to Zygomaticotemporal suture
C) Zygomaticotemporal suture
D) No specific location
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g B i.e., Posterior To Zygoma Fracture - The most commonly injured area in midface fracturesQ is the lateral orbital rim & floor (zygomaticomaxillary complex). It occurs due to direct blow on the cheek bone with force vector directed medially & inferiorly. This results in posterior displacement of the fractured segment. In this type of injury there will be step deformity at anterior end of the arch just behind the zygoma fronto temporal suture lineQ. There may also be an associated infraorbital nerve palsy. Treatment consists of open reduction & internal fixation using mini plates & screws.
Hence, the correct answer is B (Posterior to Zygomatotempora! suture). (P) (Mohan Bansal 3rd/ed, page no- 55). (2) (Best of Shafiq Quereshi 1st /e d,page no-25).
ZYGOMATIC ARCH FRACTURE : -
The zygomas form part of the malar eminences which give facial contour. They lie between the frontal process of the maxilla antero-inferiorly and the greater wing of the sphenoid posterio-superiorly. Each"
